m/z,Cont,Ex,Unnamed: 3,Dif,Y/N,Putative_Metabolites
225.064,0.069448708035683,0.0,,-0.069448708035683,Cont,"[M-H]-: Butopyronoxyl | Isochorismate | Deoxylapachol | 4-Dihydroxyethyl-8,9-epoxy-enediyne | Pinosylvin methyl ether | 12-Hydroxyjasmonate | 5-Acetylamino-6-formylamino-3-methyluracil | 4,4'-Dihydroxy-alpha-"
426.986,0.0,0.06853337180602,,0.06853337180602,Ex,[M-H]-: Ticarcillin disodium | IDP | dXDP
896.588999999999,0.0,0.067826631157417,,0.067826631157417,Ex,No matches in KEGG
406.976,0.0,0.066572044654311,,0.066572044654311,Ex,[M-H]-: MM 4550
682.243,0.0,0.065333542593553,,0.065333542593553,Ex,[M-H]-: 27-O-Demethylrifamycin SV
159.033,0.0,0.064768150074671,,0.064768150074671,Ex,"[M-H]-: Hydralazine | 3-Oxo-3-ureidoisobutyrate | 6-Chlorobenzene-1,2,4-triol | N(alpha)-Acetyl-L-2,4-diaminobutyrate | 5-Fluoromuconolactone | 2-Propylsuccinic acid | 2,3-Dihydroxynaphthalene | 2-Oxoadipate "
531.321,0.0,0.063793822794287,,0.063793822794287,Ex,[M-H]-: 5beta-Cyprinolsulfate | dl-alpha-Tocopheryl sodium phosphate | Cucurbitacin J | Simplexin | Triamcinolone hexacetonide
297.164,0.062990617534708,0.0,,-0.062990617534708,Cont,"[M-H]-: 3-Hydroxy-19-norpregna-1,3,5(10)-trien-20-one | Sesamex | Doisynoestrol | Fumigaclavine A | Norethindrone | 3-Methoxy-5,10-seco-5,19-cycloandrosta-1(10),2,4-trien-17-one | Plakortic acid | Ostruthin |"
194.027,0.062335114424531,0.0,,-0.062335114424531,Cont,"[M-H]-: Pyridarone | Dopaquinone | 6-(Hydroxymethyl)-7,8-dihydropterin | 2-Hydroxylaminobenzoylacetate | 1,2-Epoxy-3-(p-Nitrophenoxy)propane | 2-Amino-2-deoxy-D-gluconate | Acridone | 6-Hydroxy-3-succinoylpyr"
883.575,0.0,0.060831848365626,,0.060831848365626,Ex,No matches in KEGG
530.283,0.0,0.06063688542808,,0.06063688542808,Ex,[M-H]-: Harringtonine
519.348,0.054360595953884,0.114003115507742,,0.059642519553858,,[M-H]-: Cucurbitacin P | 1-Linoleoylglycerophosphocholine
239.081,0.058180517247349,0.0,,-0.058180517247349,Cont,"[M-H]-: Chrysophanic acid 9-anthrone | Prolyl-2-naphthylamide | Tetramisole hydrochloride | Dinoterb | Anthrafravic acid | 2'-Hydroxy-beta-oxodihydrochalcone | Methoxyphenone | 2,5-Dimethoxystilbene | Dihydro"
437.326,0.0,0.057735349510058,,0.057735349510058,Ex,[M-H]-: Demethylphylloquinol
326.198,0.056684862263563,0.0,,-0.056684862263563,Cont,"[M-H]-: Sethoxydim | Butorphanol | 17-Methylandrosta-2,4-dieno[2,3-d]isoxazol-17beta-ol | 1-Butyl-3-(1-naphthoyl)indole"
534.34,0.0,0.056502696337426,,0.056502696337426,Ex,No matches in KEGG
871.327,0.0,0.054935681726904,,0.054935681726904,Ex,No matches in KEGG
198.036,0.054725277261659,0.0,,-0.054725277261659,Cont,"[M-H]-: Isodictamnine | L-Threonine O-3-phosphate | Isowillardiine | 2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene | 2,4-Dihydroxylamino-6-nitrotoluene | Isoclavulanic acid | Dictamnine | 4-Nitrobiphenyl "
341.119,0.054300585105769,0.0,,-0.054300585105769,Cont,"[M-H]-: beta-Maltose | Nigerose | beta-1,2-Mannobiose | 4',5,6,7-Tetramethoxyflavone | Magnoflorine | Deoxymiroestrol | alpha-Cellobiose | Epimelibiose | Melibiulose | Coniferin | Mannobiose | alpha,alpha-Tre"
843.307,0.0,0.053669884854889,,0.053669884854889,Ex,[M-H]-: Urdamycin A
340.217,0.053317330440503,0.0,,-0.053317330440503,Cont,[M-H]-: Propafenone | Acetylintermedine | 4-Methylajmaline | 1-Pentyl-3-(1-naphthoyl)indole | Acetyllycopsamine | Lindheimerine | Pregnenolone carbonitrile
515.122,0.052227902736264,0.0,,-0.052227902736264,Cont,"[M-H]-: Rottlerin | 1,3-Dicaffeoylquinic acid | Formononetin 7-O-(6-O-malonyl-beta-D-glucoside) | 3,5-Dicaffeoylquinate | Isochlorogenic acid b | Carindacillin sodium | dTDP-beta-L-rhodinose | Dexamethasone s"
170.006,0.051618561816944,0.0,,-0.051618561816944,Cont,"[M-H]-: Dichlobenil | Nitrogen mustard N-oxide | Crimidine | 2-Formyloxymethylclavam | 4-Toluenesulfonamide | Calcium L-aspartate | Cetoniacytone B | 5-Amino-5-deoxy-3-dehydroshikimate | 2,3,4,5-Tetrahydrodip"
882.575,0.069079410508823,0.1203730420847,,0.0512936315758769,,No matches in KEGG
